loc,size,total_nodes
1685256,710654,4319821
1685695,710770,4320642
1686163,710902,4321686
1686672,711044,4322495
1687192,711183,4323376
1687532,711203,4323674
1688095,711437,4324896
1688720,711729,4326474
1690686,712538,4331235
1691021,712749,4332143
1691472,713038,4333440
1691859,713307,4334502
1692200,713502,4335450
1692577,713715,4336364
1693213,714194,4338500
1693519,714367,4339286
1693838,714546,4340182
1694200,714704,4341236
1694332,714715,4341380
1694530,714776,4341794
1694721,714825,4342132
1694893,714843,4342414
1695084,714888,4342792
1695277,714923,4343189
1695442,714949,4343465
1695687,715037,4344028
1696119,715229,4345283
1696421,715313,4346037
1696741,715449,4346814
1697715,715835,4350155
1698351,716198,4351658
1698499,716217,4351835
1699021,716410,4352831
1699334,716445,4353089
1699799,716667,4354250
1700403,716993,4355632
1701025,717110,4357110
1701380,717228,4357643
1701824,717399,4358452
1702314,717561,4359431
1703014,717714,4360722
1704260,718075,4363662
1704737,718303,4364650
1705809,718802,4367106
1706451,718930,4368185
1706976,719095,4369182
1707817,719308,4371092
1708337,719449,4372259
1708869,719579,4373499
1709340,719696,4374371
1709987,719872,4375712
1711287,720281,4379177
1711808,720549,4380382
1712279,720738,4381301
1712844,720878,4382114
1713467,720996,4382970
1714231,721244,4384602
1714989,721367,4386305
1715446,721437,4387389
1716036,721548,4388584
1716689,721675,4389787
1717315,721787,4390928
1718289,721957,4393309
1719097,722222,4395254
1719508,722413,4396036
1719754,722504,4396489
1719989,722569,4396878
1720395,722731,4397580
1721312,723243,4399499
1721698,723522,4400405
1722206,723760,4401609
1722621,724058,4402726
1723162,724289,4403869
1723645,724451,4404927
1724093,724529,4405674
1724681,724743,4406738
1725249,724982,4407970
1725599,725094,4408686
1725753,725101,4408972
1725901,725101,4409258
1726563,725245,4410667
1727707,725505,4413256
1728132,725658,4414160
1728848,725962,4415716
1729269,726173,4416601
1729774,726443,4417567
1730371,726728,4418851
1731087,726894,4420413
1731734,727093,4422145
1732097,727176,4422871
1732573,727304,4424016
1733009,727423,4425054
1733413,727555,4425979
1733745,727650,4426603
1734031,727697,4427096
1734447,727821,4428047
1734798,727925,4428712
1735131,728029,4429387
1735515,728148,4430336
1735986,728309,4431458
1736598,728464,4433102
1736944,728601,4433879
1737325,728687,4434640
1737653,728721,4435271
1738119,728875,4436592
1738456,728966,4437055
1738857,729032,4437830
1740097,729404,4440863
1740333,729468,4441242
1740573,729484,4441641
1740912,729583,4442234
1741343,729802,4443172
1741555,729935,4443582
1741786,730055,4444046
1743360,730469,4447771
1744123,730578,4449335
1745205,730816,4451595
1745706,730974,4452457
1746319,731196,4453326
1747253,731514,4454685
1747769,731815,4455905
1748420,732190,4457268
1748805,732436,4458132
1749908,732826,4459955
1750569,732948,4461176
1751182,733077,4462376
1751664,733153,4463276
1752185,733263,4464265
1752745,733401,4465362
1753177,733515,4466091
1753689,733612,4466931
1753883,733651,4467301
1754152,733732,4467831
1754439,733802,4468437
1754688,733890,4469135
1754859,733923,4469474
1755057,733975,4469861
1755241,733990,4470217
1755484,734047,4470774
1755672,734072,4471097
1755862,734105,4471430
1756302,734191,4472002
1757130,734463,4473773
1757794,734782,4475290
1758193,734930,4476138
1758335,734961,4476464
1758865,735117,4477396
1759287,735323,4478193
1759615,735494,4478788
1759975,735705,4479458
1760291,735889,4480073
1760723,736035,4480879
1760899,736037,4481165
1761075,736037,4481451
1761251,736048,4481737
1761427,736050,4482023
1761603,736052,4482309
1761779,736054,4482595
1761955,736054,4482881
1762131,736054,4483167
1762307,736054,4483453
1762483,736056,4483739
1762659,736058,4484025
1763047,736136,4484768
1763711,736484,4486078
1764173,736685,4487010
1764647,736850,4487944
1765097,736980,4488722
1765611,737201,4489754
1766406,737388,4491361
1767197,737745,4493274
1767893,738156,4495043
1768571,738445,4496765
1768898,738533,4497430
1769022,738533,4497540
1769263,738639,4498062
1769893,738902,4499395
1770338,739101,4500430
1770978,739390,4501948
1771303,739539,4502528
1771940,739917,4504055
1772328,740170,4504964
1773133,740690,4507079
1773576,740858,4508246
1774072,741056,4509013
1774802,741333,4510436
1775244,741484,4511254
1775726,741649,4512479
1776030,741685,4512890
1776289,741737,4513329
1776758,741904,4514363
1777171,742040,4515111
1777862,742249,4516336
1778456,742445,4517630
1778814,742610,4518553
1779197,742749,4519622
1779375,742856,4520245
1779597,742990,4521023
1780133,743438,4523315
1780529,743686,4524689
1781051,743978,4526275
1782526,744709,4530175
1783340,745190,4533125
1784405,745750,4537263
1785452,746311,4540797
1786486,746888,4544064
1787263,747295,4546632
1788121,747818,4549516
1788543,748073,4551008
1789899,748740,4556450
1790713,749142,4559042
1791991,749785,4563637
1792768,750229,4566260
1793100,750432,4567451
1793482,750583,4568500
1793994,750832,4570141
1794462,751046,4571342
1794729,751189,4572048
1795122,751363,4573115
1795812,751675,4575276
1796033,751868,4576253
1796890,752295,4579094
1797558,752530,4580978
1798112,752815,4582668
1798453,752946,4583718
1799172,753305,4586289
1799800,753592,4588659
1800458,753886,4590737
1801633,754002,4594831
1802041,754185,4596034
1802271,754310,4596794
1802933,754602,4598848
1803889,755058,4601940
1804393,755306,4603504
1804724,755436,4604380
1805307,755661,4605908
1805887,755947,4607816
1806645,756358,4610562
1807335,756684,4612947
1807665,756821,4613914
1808302,757188,4616828
1808926,757542,4619501
1809419,757822,4621195
1809753,758058,4622836
1810087,758221,4623822
1810363,758382,4624909
1811353,758812,4628082
1811948,759113,4630021
1812800,759635,4632854
1813288,759939,4634525
1813929,760293,4636640
1814965,760757,4640445
1815580,761037,4642645
1816076,761310,4644652
1816624,761556,4646395
1816874,761708,4647414
1817419,762014,4649010
1818161,762401,4651180
1818787,762728,4653078
1819520,763023,4655247
1820370,763554,4657606
1821073,763819,4658806
1822110,764203,4661183
1822769,764750,4663580
1823037,764882,4664106
1823488,765099,4665246
1823770,765206,4665789
1824183,765468,4666827
1824551,765664,4667553
1824886,765838,4668294
1825176,766026,4668878
1825468,766171,4669409
1825936,766472,4670631
1826643,766729,4672209
1827420,767108,4674310
1828341,767539,4676915
1828843,767827,4677927
1829459,768194,4679130
1829970,768552,4680455
1830297,768746,4681437
1830851,769146,4683300
1832130,770009,4687292
1833156,770623,4690439
1834037,771099,4692829
1834562,771357,4694330
1835027,771585,4695357
1835490,771744,4696428
1835653,771850,4696932
1835921,771973,4697670
1836323,772161,4698754
1836575,772254,4699199
1836783,772264,4699392
1836984,772312,4699715
1837089,772380,4700032
1837290,772461,4700467
1837479,772495,4700843
1837725,772505,4701020
1837892,772525,4701344
1837987,772525,4701534
1838124,772542,4701868
1838267,772561,4702162
1838734,772578,4702455
1838942,772625,4702885
1839128,772695,4703336
1839606,772695,4703614
1839810,772697,4704025
1839961,772752,4704349
1840220,772752,4704579
1840391,772764,4704730
1840493,772799,4704951
1840760,772811,4705152
1840891,772842,4705459
1841039,772961,4705928
1841225,773000,4706189
1841511,773089,4706782
1841661,773138,4707159
1842386,773350,4709235
1842523,773380,4709559
1842686,773434,4710049
1843055,773458,4711025
1843225,773468,4711393
1843427,773470,4711692
1843610,773472,4711847
1843751,773479,4712231
1843941,773507,4712773
1845795,774512,4718363
1847396,775116,4722776
1849027,775873,4727919
1849627,776163,4729459
1849887,776347,4730291
1850293,776661,4731298
1851173,777199,4733601
1851622,777463,4734783
1851898,777640,4735448
1852279,777839,4736353
1852936,778274,4738426
1854785,779114,4743068
1855378,779585,4745254
1855840,779900,4746711
1856684,780442,4750094
1857320,780776,4752522
1857840,781119,4753868
1858545,781412,4756056
1859487,781902,4757995
1860173,782282,4759418
1860754,782557,4760690
1861343,782810,4761755
1862339,783215,4763900
1863017,783620,4765711
1863507,783941,4767203
1864526,784530,4770052
1866332,785545,4773969
1867677,786308,4777783
1869428,787465,4784972
1870186,787786,4786616
1871392,788310,4788826
1871806,788402,4789446
1872350,788648,4790505
1872769,788933,4791792
1873101,789175,4792784
1874696,790129,4797061
1875432,790414,4798864
1876366,790769,4800671
1876938,791087,4801735
1877165,791171,4802127
1878011,791398,4803400
1878928,791617,4804914
1880008,792076,4806841
1881114,792310,4808550
1882133,792635,4810541
1882796,792843,4811563
1883289,793041,4812584
1883901,793347,4814553
1884413,793606,4816331
1885010,794002,4818194
1885440,794255,4819449
1885902,794453,4820798
1886424,794642,4822422
1886968,794820,4824172
1887425,794997,4825691
1887975,795170,4827483
1888600,795370,4829630
1889125,795608,4831268
1889589,795793,4832679
1890129,796106,4834420
1890674,796300,4836321
1891156,796498,4837941
1891703,796685,4839844
1892227,796877,4841547
1892768,797020,4843307
1893292,797222,4845034
1893721,797399,4846402
1894310,797769,4848223
1894876,798041,4850194
1895371,798250,4851764
1895743,798488,4852918
1896059,798643,4853733
1897299,799332,4857095
1898395,799954,4860363
1898950,800323,4861798
1900702,801381,4866666
1901431,801719,4869625
1901878,801957,4871377
1902701,802432,4873832
1903780,803086,4876829
1906024,804436,4882985
1907124,805142,4887343
1908887,806104,4893731
1910050,806529,4897288
1910872,806941,4898985
1911277,807164,4900111
1911684,807483,4901319
1912167,807835,4902577
1912376,807855,4902804
1912515,807906,4903204
1912873,808165,4904809
1913948,809005,4909143
1914515,809324,4910263
1914692,809428,4910766
1915123,809664,4911888
1916124,810199,4913804
1916829,810443,4914823
1917422,810684,4915784
1918125,810954,4917136
1919236,811463,4919393
1919871,811754,4920741
1920412,812049,4922491
1920851,812293,4923809
1922086,812930,4928641
1922959,813318,4931083
1923646,813697,4932532
1924730,814196,4935400
1926593,814811,4938160
1927789,815359,4940145
1930063,816440,4945563
1931054,817158,4948325
1931771,817593,4950033
1933655,818484,4954155
1934583,818842,4956226
1935150,819042,4957016
1935408,819139,4957402
1935679,819347,4958427
1935948,819506,4959237
1935992,819506,4959259
1936918,819757,4960864
1937819,820158,4963246
1938373,820399,4964270
1938994,820688,4965651
1939258,820779,4966045
1939387,820819,4966138
1939677,820952,4966916
1939897,820958,4967050
1940754,821575,4970453
1942298,822668,4976368
1943017,822925,4977867
1943710,823290,4979312
1944570,823741,4981581
1945055,824140,4983038
1945891,824700,4985197
1947615,825763,4990262
1947833,825878,4990731
1948140,826089,4991456
1948821,826523,4993065
1949397,826845,4994300
1952686,828435,5004115
1953899,829022,5008257
1955018,829555,5012085
1955934,829934,5013599
1956415,830258,5015333
1957848,830941,5018509
1960773,832518,5030029
1961850,833525,5034510
1964396,835417,5045763
1965123,836040,5048600
1965395,836272,5049693
1965643,836566,5050828
1965874,836777,5051800
1966471,837330,5054200
1966910,837793,5056017
1967317,837992,5056784
1967582,838034,5057170
1967734,838041,5057395
1968944,838537,5060204
1971177,839660,5066429
1973242,840625,5071200
1973937,840925,5073098
1974427,841247,5074531
1975674,841869,5078060
1976174,842186,5079105
1976650,842352,5080070
1976919,842441,5080663
1977399,842537,5081679
1977656,842551,5082247
1978068,842613,5083149
1978326,842613,5083691
1978742,842678,5084653
1979065,842701,5085333
1979461,842758,5086293
1979824,842947,5087139
1980218,843057,5088000
1980720,843292,5089299
1981151,843439,5090450
1981603,843485,5091416
1981984,843532,5092365
1982370,843562,5093400
1982771,843656,5094336
1983282,843823,5095522
1983966,843895,5097335
1986886,845697,5105292
1988059,846203,5107429
1989591,846743,5109565
1990125,846983,5110478
1992023,848021,5115115
1994551,849103,5121895
1996148,849103,5126891
1996734,849120,5128500
1997431,849120,5130102
1998874,849136,5132756
2000194,849192,5134677
2001475,849243,5136426
2002737,849285,5138651
2004152,849368,5140681
2004945,849386,5141947
2006098,849527,5143943
2007591,849658,5146374
2008960,849856,5148907
2009644,849857,5149797
2012279,849914,5156062
2014783,850167,5162969
2016274,850191,5167324
2017652,850277,5171260
2018940,850425,5173313
2019561,850766,5174731
2021645,851764,5179263
2022954,852291,5182287
2024018,852654,5185010
2025553,853021,5189235
2026392,853247,5191593
2026790,853271,5192398
2027009,853271,5192555
2027158,853362,5192986
2027260,853412,5193196
2027520,853456,5193509
2027637,853477,5193684
2029615,854295,5198958
2030972,855142,5203067
2032698,855753,5206909
2033159,856030,5208046
2033929,856625,5211092
2034264,856837,5211955
2035279,857200,5213224
2035885,857435,5213975
2037699,858064,5216530
2039355,858779,5219160
2040153,859400,5221510
2040719,859753,5223405
2042827,861427,5229636
2043242,861678,5230832
2043615,861933,5232056
2044089,862142,5233230
2045299,862917,5236232
2046066,863270,5238036
2046555,863481,5239090
2047073,863696,5240452
2047559,863929,5241719
2048040,864127,5242802
2048692,864443,5244525
2049369,864736,5246103
2050000,865004,5247831
2050607,865245,5249299
2051347,865551,5251108
2051936,865788,5252571
2052375,865953,5253642
2052857,866103,5254712
2053415,866245,5256075
2053907,866418,5257245
2054507,866561,5258662
2054888,866689,5259500
2055384,866776,5260422
2055775,866904,5261312
2056286,867053,5262483
2056804,867213,5263598
2057341,867583,5265020
2058049,868039,5266820
2060046,869055,5271656
2061139,869529,5274257
2061533,869701,5275180
2061800,869907,5275920
2062443,870180,5277196
2062885,870420,5278143
2063411,870592,5279356
2064132,871062,5282358
2064298,871244,5283015
2064680,871485,5284205
2065110,871784,5285306
2065777,872133,5286751
2066053,872289,5287441
2066645,872650,5289788
2066977,872851,5290511
2067617,873189,5291950
2068796,873652,5294113
2069582,874088,5295959
2071966,875813,5306089
2072241,875994,5306895
2072837,876410,5308450
2073429,876701,5309706
2074525,877305,5312313
2075041,877501,5313356
2075841,877839,5316118
2076697,878171,5319199
2077982,878927,5322899
2078801,879335,5325183
2079307,879530,5326083
2079433,879604,5326365
2079658,879735,5326933
2079828,879877,5327451
2080053,880090,5328496
2080223,880243,5329192
2080862,880606,5330653
2081954,881117,5332804
2082700,881530,5334954
2083806,882085,5337157
2084212,882352,5338128
2084625,882666,5339309
2085549,883228,5342026
2086493,883652,5350755
2087093,883928,5354414
2087837,884186,5360307
2088810,884700,5364349
2089773,884880,5370472
2090110,884947,5372164
2090638,885015,5375215
2091138,885239,5376754
2091323,885252,5376903
2091742,885412,5377567
2093110,886523,5385149
2094028,887431,5389662
2094601,888027,5392277
2096252,888907,5400031
2096991,889780,5404332
2097657,890481,5408324
2098907,891045,5415182
2099362,891220,5415985
2100621,891809,5418256
2101119,892020,5419075
2101584,892197,5419746
2101878,892321,5420286
2102090,892453,5420774
2102595,892782,5422086
2103469,893293,5424552
2104135,893627,5426111
2104571,893979,5427754
2105059,894273,5428935
2106606,895068,5432562
2111276,897254,5441419
2111714,897399,5442485
2115026,898855,5453286
2115592,899194,5454774
2116056,899517,5455997
2116556,899795,5457132
2117631,900529,5459892
2118293,900857,5461396
2118851,901065,5462577
2121153,902747,5474229
2123040,904011,5481648
2123584,904331,5483271
2123761,904429,5483651
2123989,904622,5484567
2124136,904712,5485292
2125778,905808,5492034
2125961,905824,5492235
2126087,905839,5492385
2126232,905841,5492988
2126659,905929,5495057
2130771,907189,5520510
2131003,907192,5520735
2131110,907192,5521004
2131371,907192,5522264
2132738,907215,5531077
2133534,907675,5532987
2134993,908547,5536744
2135120,908631,5537092
2135421,908762,5537592
2136070,909074,5538740
2137070,909523,5540671
2137323,909606,5541043
2137596,909672,5541661
2137817,909751,5542238
2137956,909803,5542610
2138117,909853,5543024
2138940,910309,5544732
2139860,910823,5547551
2140856,911354,5550712
2141535,911693,5552334
2142607,912311,5555333
2143015,912488,5556268
2144340,912500,5559779
2145413,912512,5562727
2146373,912512,5565932
2147089,912668,5568020
2147510,912720,5569121
2148080,913029,5570647
2148649,913203,5572789
2149181,913269,5574285
2149980,913281,5575077
2150630,913300,5575302
2152588,914419,5580259
2153258,914745,5581986
2153458,914807,5582527
2153627,914841,5582919
2153974,914942,5583754
2154605,915381,5585681
2155722,915811,5587880
2156739,916406,5590708
2157979,916518,5593361
2158639,916541,5595618
2160272,916741,5599072
2163147,916950,5604916
2168187,917090,5613283
2169736,917198,5616231
2171481,917514,5620686
2174103,918003,5624755
2175048,918380,5626681
2177581,919054,5630771
2180070,920022,5635711
2183028,921016,5641672
2184705,921357,5644876
2186888,921626,5649534
2190932,922791,5656122
2194564,923421,5661471
2195961,923935,5664039
2196699,924178,5665703
2199564,924811,5672521
2200991,925175,5676536
2202655,925880,5681449
2207239,927152,5692980
2213691,928873,5716064
2214676,929116,5719422
2218286,930067,5731781
2221587,930937,5740829
2224195,931743,5747743
2230826,934173,5760796
2235011,935284,5768597
2237874,936272,5773701
2240293,937042,5777762
2241467,937405,5781465
2245269,938914,5795171
2249558,940095,5809206
2250369,940508,5811427
2253807,941668,5822746
2256532,942617,5831466
2258488,943268,5837959
2260444,943632,5844871
2260589,943654,5845270
2260702,943658,5845523
2260936,943704,5846513
2261362,943785,5847925
2261415,943803,5848086
2261563,943841,5848619
2261679,943864,5849071
2263431,944335,5852520
2264411,944664,5854179
2265970,945613,5859432
2266621,945927,5861111
2267543,946203,5862545
2267999,946300,5863414
2268822,946630,5864961
2269463,946809,5866441
2269699,946845,5866794
2270336,946979,5867828
2270749,947052,5868582
2270990,947120,5868942
2271501,947267,5869583
2273035,947676,5873167
2273691,947890,5874578
2274600,948257,5876720
2275228,948494,5877852
2277183,949279,5881782
2279447,949925,5886695
2280292,950028,5891271
2281873,950129,5900424
2283551,950229,5910247
2284319,950328,5914251
2284997,950415,5917662
2285825,950511,5921984
2287132,950609,5929375
2288899,950706,5939699
2291087,950802,5952798
2292766,950895,5962529
2293197,950992,5964433
2294686,951480,5966488
2296167,951650,5969749
2296501,951650,5970087
2296824,951704,5971151
2298562,952398,5976150
2299081,952538,5977530
2301232,953564,5981949
2302550,953783,5984970
2302746,953814,5985354
2302850,953826,5985639
2303195,953843,5986203
2303912,953952,5987781
2304417,954106,5989165
2305274,954275,5990137
2305799,954597,5991557
2306948,955148,5995775
2309717,956246,6001326
2311720,957366,6006065
2312469,957801,6008205
2317317,959385,6016386
2324650,962530,6032106
2326481,963156,6035043
2330312,964429,6041220
2331936,965116,6044053
2333065,965708,6046324
2335547,967019,6052294
2340834,969450,6064253
2351730,973512,6081790
2355079,975071,6088192
2359441,976950,6097532
2364194,978180,6104349
2366196,979131,6108621
2373576,981916,6124128
2375874,982986,6128616
2379229,984485,6135089
2381068,985251,6138515
2381712,985579,6140115
2383342,986529,6144139
2385411,987530,6149226
2387796,988663,6154763
2390675,989953,6160395
2393654,991311,6166544
2395538,992316,6170769
2397954,993476,6176347
2399074,993615,6177060
2402458,994644,6181675
2405325,996113,6187958
2408253,998010,6196525
2411123,999459,6203367
2413755,1000382,6209327
2415531,1000990,6213103
2417931,1001617,6218143
2421012,1002849,6223159
